model_name,model_id,vocab_size,log2_vocab,BPB,bits_per_token,avg_bytes_per_token,perplexity,model_type,source_lang,target_lang,stars,quality_label,status,error_msg,eval_time_sec
Helsinki-NLP/opus-mt-sv-bg,sv-bg,59345,15.857,5.584939,15.3426,2.7471,41552.3737,translation,sv,bg,4.166666666666667,High Quality,success,,21.7
Helsinki-NLP/opus-mt-fi-NORWAY,fi-NORWAY,59345,15.857,5.651009,14.0984,2.4948,17540.4013,translation,fi,NORWAY,3.6666666666666665,Good,success,,24.0
Helsinki-NLP/opus-mt-pl-lt,pl-lt,59345,15.857,14.982805,37.6649,2.5139,217900983217.6012,translation,pl,lt,1.1666666666666667,Basic,success,,24.9
Helsinki-NLP/opus-mt-bg-sv,bg-sv,59345,15.857,6.218255,15.1231,2.432,35685.775,translation,bg,sv,4.5,Gold Standard,success,,22.3
Helsinki-NLP/opus-mt-lt-pl,lt-pl,59345,15.857,17.191049,42.1407,2.4513,4848592287919.934,translation,lt,pl,1.3333333333333333,Basic,success,,22.5
Helsinki-NLP/opus-mt-it-fr,it-fr,59351,15.857,5.525808,15.168,2.7449,36814.3213,translation,it,fr,0.8333333333333334,Experimental,success,,21.6
Helsinki-NLP/opus-mt-tc-bible-big-urj-deu_eng_fra_por_spa,tcbig-bible_urj-deu_eng_fra_por_spa,59366,15.857,5.362741,13.4152,2.5015,10923.6341,translation,tcbig,deu_eng_fra_por_spa,5.0,Gold Standard,success,,28.6
Helsinki-NLP/opus-mt-tc-bible-big-urj-deu_eng_fra_por_spa,tc-bible-big-urj-deu_eng_fra_por_spa,59366,15.857,5.362741,13.4152,2.5015,10923.6341,translation,tc,deu_eng_fra_por_spa,4.666666666666667,Gold Standard,success,,31.9
Helsinki-NLP/opus-mt-tc-bible-big-fiu-deu_eng_fra_por_spa,tc-bible-big-fiu-deu_eng_fra_por_spa,59382,15.858,5.367558,13.3798,2.4927,10659.3654,translation,tc,deu_eng_fra_por_spa,5.0,Gold Standard,success,,31.5
Helsinki-NLP/opus-mt-tc-bible-big-fiu-deu_eng_fra_por_spa,tcbig-bible_fiu-deu_eng_fra_por_spa,59382,15.858,5.367558,13.3798,2.4927,10659.3654,translation,tcbig,deu_eng_fra_por_spa,5.0,Gold Standard,success,,31.2
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-urj,tcbig-bible_deu_eng_fra_por_spa-urj,59384,15.858,3.210283,11.7871,3.6717,3534.0338,translation,tcbig,urj,5.0,Gold Standard,success,,27.5
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-urj,tc-bible-big-deu_eng_fra_por_spa-urj,59384,15.858,3.210283,11.7871,3.6717,3534.0338,translation,tc,urj,5.0,Gold Standard,success,,24.9
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-fiu,tcbig-bible_deu_eng_fra_por_spa-fiu,59392,15.858,2.905593,10.6654,3.6707,1624.1158,translation,tcbig,fiu,5.0,Gold Standard,success,,27.0
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-fiu,tc-bible-big-deu_eng_fra_por_spa-fiu,59392,15.858,2.905593,10.6654,3.6707,1624.1158,translation,tc,fiu,5.0,Gold Standard,success,,27.7
Helsinki-NLP/opus-mt-fi-hr,fi-hr,59394,15.858,5.126319,13.2802,2.5906,9947.842,translation,fi,hr,3.3333333333333335,Good,success,,23.1
Helsinki-NLP/opus-mt-hr-fi,hr-fi,59394,15.858,5.092708,13.5524,2.6611,12013.6251,translation,hr,fi,4.333333333333333,High Quality,success,,22.8
Helsinki-NLP/opus-mt-fr-fj,fr-fj,59408,15.858,5.240309,12.7934,2.4413,7098.9856,translation,fr,fj,5.0,Gold Standard,success,,24.2
Helsinki-NLP/opus-mt-fj-fr,fj-fr,59408,15.858,5.205656,13.8392,2.6585,14656.395,translation,fj,fr,5.0,Gold Standard,success,,24.0
Helsinki-NLP/opus-mt-tc-big-zls-itc,tcbig-zls-itc,59413,15.858,5.000817,12.4636,2.4923,5648.2208,translation,tcbig,itc,1.6666666666666667,Basic,success,,31.7
Helsinki-NLP/opus-mt-tc-big-zls-itc,tc-big-zls-itc,59413,15.858,5.000817,12.4636,2.4923,5648.2208,translation,tc,itc,2.1666666666666665,Fair,success,,30.3
Helsinki-NLP/opus-mt-en-sit,en-sit,59414,15.859,3.597271,14.8412,4.1257,29352.974,translation,en,sit,5.0,Gold Standard,success,,18.1
Helsinki-NLP/opus-mt-fr-ha,fr-ha,59416,15.859,5.109536,12.4371,2.4341,5545.5805,translation,fr,ha,5.0,Gold Standard,success,,22.6
Helsinki-NLP/opus-mt-ha-fr,ha-fr,59416,15.859,5.235648,13.4437,2.5677,11141.9213,translation,ha,fr,5.0,Gold Standard,success,,22.1
Helsinki-NLP/opus-mt-fr-af,fr-af,59422,15.859,5.320509,14.4687,2.7194,22673.6832,translation,fr,af,4.0,High Quality,success,,24.0
Helsinki-NLP/opus-mt-af-fr,af-fr,59422,15.859,4.988999,13.5338,2.7127,11860.1058,translation,af,fr,4.666666666666667,Gold Standard,success,,21.1
Helsinki-NLP/opus-mt-fi-bzs,fi-bzs,59433,15.859,7.224393,13.2381,1.8324,9662.1905,translation,fi,bzs,5.0,Gold Standard,success,,28.9
Helsinki-NLP/opus-mt-bzs-fi,bzs-fi,59433,15.859,6.68065,15.4427,2.3116,44537.6138,translation,bzs,fi,5.0,Gold Standard,success,,23.0
Helsinki-NLP/opus-mt-sv-war,sv-war,59435,15.859,5.000561,12.0289,2.4055,4178.985,translation,sv,war,5.0,Gold Standard,success,,26.7
Helsinki-NLP/opus-mt-war-sv,war-sv,59435,15.859,5.095899,13.426,2.6347,11006.2769,translation,war,sv,5.0,Gold Standard,success,,21.9
Helsinki-NLP/opus-mt-en-lua,en-lua,59447,15.859,3.674977,14.1551,3.8517,18243.1277,translation,en,lua,5.0,Gold Standard,success,,19.1
Helsinki-NLP/opus-mt-lua-en,lua-en,59447,15.859,5.445778,12.4911,2.2937,5757.1114,translation,lua,en,5.0,Gold Standard,success,,23.6
Helsinki-NLP/opus-mt-ilo-es,ilo-es,59457,15.86,5.0555,13.5219,2.6747,11762.2819,translation,ilo,es,5.0,Gold Standard,success,,24.2
Helsinki-NLP/opus-mt-es-ilo,es-ilo,59457,15.86,5.51647,13.6162,2.4683,12557.2853,translation,es,ilo,4.5,Gold Standard,success,,24.1
Helsinki-NLP/opus-mt-lv-fi,lv-fi,59460,15.86,12.907203,33.368,2.5852,11085570266.811,translation,lv,fi,1.5,Basic,success,,21.7
Helsinki-NLP/opus-mt-fi-lv,fi-lv,59460,15.86,16.09048,40.2281,2.5001,1287833512500.3342,translation,fi,lv,0.3333333333333333,Experimental,success,,24.2
Helsinki-NLP/opus-mt-tc-bible-big-bat-deu_eng_fra_por_spa,tc-bible-big-bat-deu_eng_fra_por_spa,59467,15.86,5.450282,13.6297,2.5007,12674.954,translation,tc,deu_eng_fra_por_spa,1.1666666666666667,Basic,success,,33.3
Helsinki-NLP/opus-mt-tc-bible-big-bat-deu_eng_fra_por_spa,tcbig-bible_bat-deu_eng_fra_por_spa,59467,15.86,5.450282,13.6297,2.5007,12674.954,translation,tcbig,deu_eng_fra_por_spa,0.5,Experimental,success,,31.7
Helsinki-NLP/opus-mt-fi-de,fi-de,59471,15.86,6.02991,14.7508,2.4463,27569.2021,translation,fi,de,2.6666666666666665,Fair,success,,23.2
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-bat,tc-bible-big-deu_eng_fra_por_spa-bat,59473,15.86,3.522164,12.7787,3.6281,7026.7946,translation,tc,bat,5.0,Gold Standard,success,,28.1
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-bat,tcbig-bible_deu_eng_fra_por_spa-bat,59473,15.86,3.522164,12.7787,3.6281,7026.7946,translation,tcbig,bat,5.0,Gold Standard,success,,25.8
Helsinki-NLP/opus-mt-fr-efi,fr-efi,59481,15.86,5.005083,12.8812,2.5736,7544.5813,translation,fr,efi,5.0,Gold Standard,success,,22.7
Helsinki-NLP/opus-mt-efi-fr,efi-fr,59481,15.86,4.931166,13.3391,2.7051,10362.459,translation,efi,fr,5.0,Gold Standard,success,,24.9
Helsinki-NLP/opus-mt-ha-es,ha-es,59503,15.861,5.337682,13.7094,2.5684,13395.0271,translation,ha,es,4.5,Gold Standard,success,,23.1
Helsinki-NLP/opus-mt-es-ha,es-ha,59503,15.861,5.050085,12.3699,2.4494,5293.1911,translation,es,ha,5.0,Gold Standard,success,,22.4
Helsinki-NLP/opus-mt-es-lt,es-lt,59511,15.861,7.06212,18.8624,2.6709,476609.778,translation,es,lt,2.6666666666666665,Fair,success,,25.3
Helsinki-NLP/opus-mt-lt-es,lt-es,59511,15.861,8.283638,20.1653,2.4343,1175835.2902,translation,lt,es,2.3333333333333335,Fair,success,,23.0
Helsinki-NLP/opus-mt-fr-en,fr-en,59514,15.861,4.827077,14.3267,2.968,20547.5243,translation,fr,en,0.16666666666666666,Experimental,success,,20.4
Helsinki-NLP/opus-mt-wa-en,wa-en,59514,15.861,4.688031,13.914,2.968,15435.7959,translation,wa,en,4.0,High Quality,success,,20.6
Helsinki-NLP/opus-mt-en-fr,en-fr,59514,15.861,3.360283,14.3551,4.272,20955.7642,translation,en,fr,5.0,Gold Standard,success,,18.1
Helsinki-NLP/opus-mt-tc-big-zls-de,tcbig-zls-de,59519,15.861,6.016748,14.769,2.4547,27920.1163,translation,tcbig,de,3.6666666666666665,Good,success,,29.1
Helsinki-NLP/opus-mt-tc-big-zls-de,tc-big-zls-de,59519,15.861,6.016748,14.769,2.4547,27920.1163,translation,tc,de,3.1666666666666665,Good,success,,32.6
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-pqw,tcbig-bible_deu_eng_fra_por_spa-pqw,59520,15.861,3.203861,11.9054,3.716,3836.0745,translation,tcbig,pqw,5.0,Gold Standard,success,,29.9
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-pqw,tc-bible-big-deu_eng_fra_por_spa-pqw,59520,15.861,3.203861,11.9054,3.716,3836.0745,translation,tc,pqw,5.0,Gold Standard,success,,25.8
Helsinki-NLP/opus-mt-hu-fi,hu-fi,59526,15.861,6.070616,15.633,2.5752,50817.5902,translation,hu,fi,1.3333333333333333,Basic,success,,22.0
Helsinki-NLP/opus-mt-fi-hu,fi-hu,59526,15.861,5.810653,14.609,2.5142,24989.5963,translation,fi,hu,2.1666666666666665,Fair,success,,22.9
Helsinki-NLP/opus-mt-tw-sv,tw-sv,59541,15.862,5.647692,14.0614,2.4898,17096.5558,translation,tw,sv,5.0,Gold Standard,success,,24.9
Helsinki-NLP/opus-mt-sv-tw,sv-tw,59541,15.862,4.756712,11.7603,2.4724,3468.9926,translation,sv,tw,5.0,Gold Standard,success,,24.3
Helsinki-NLP/opus-mt-en-ro,en-ro,59543,15.862,3.598879,14.7221,4.0907,27025.849,translation,en,ro,5.0,Gold Standard,success,,19.9
Helsinki-NLP/opus-mt-lt-it,lt-it,59549,15.862,6.110179,14.7122,2.4078,26842.2866,translation,lt,it,3.5,Good,success,,25.3
Helsinki-NLP/opus-mt-it-lt,it-lt,59549,15.862,6.133661,16.9578,2.7647,127290.4329,translation,it,lt,4.5,Gold Standard,success,,21.9
Helsinki-NLP/opus-mt-tr-es,tr-es,59565,15.862,4.892311,12.7531,2.6068,6903.3989,translation,tr,es,4.833333333333333,Gold Standard,success,,25.0
Helsinki-NLP/opus-mt-ilo-sv,ilo-sv,59581,15.863,5.306346,14.2092,2.6778,18940.6594,translation,ilo,sv,5.0,Gold Standard,success,,24.4
Helsinki-NLP/opus-mt-sv-ilo,sv-ilo,59581,15.863,5.586079,14.203,2.5426,18858.8036,translation,sv,ilo,4.333333333333333,High Quality,success,,23.9
Helsinki-NLP/opus-mt-fi-sm,fi-sm,59586,15.863,5.913939,12.4036,2.0973,5418.1797,translation,fi,sm,5.0,Gold Standard,success,,26.8
Helsinki-NLP/opus-mt-sv-st,sv-st,59596,15.863,5.232182,13.174,2.5179,9242.317,translation,sv,st,5.0,Gold Standard,success,,22.6
Helsinki-NLP/opus-mt-st-sv,st-sv,59596,15.863,5.170838,12.9347,2.5015,7829.3843,translation,st,sv,5.0,Gold Standard,success,,24.8
Helsinki-NLP/opus-mt-da-fi,da-fi,59606,15.863,6.023392,16.425,2.7269,87985.2699,translation,da,fi,2.3333333333333335,Fair,success,,25.7
Helsinki-NLP/opus-mt-chk-fr,chk-fr,59610,15.863,5.72184,14.6332,2.5574,25412.099,translation,chk,fr,5.0,Gold Standard,success,,24.0
Helsinki-NLP/opus-mt-fr-yo,fr-yo,59615,15.863,5.731023,14.326,2.4997,20538.4369,translation,fr,yo,5.0,Gold Standard,success,,22.6
Helsinki-NLP/opus-mt-yo-fr,yo-fr,59615,15.863,5.484771,13.8654,2.528,14924.2272,translation,yo,fr,5.0,Gold Standard,success,,22.6
Helsinki-NLP/opus-mt-sv-gaa,sv-gaa,59654,15.864,4.92248,11.8997,2.4174,3820.8249,translation,sv,gaa,5.0,Gold Standard,success,,22.3
Helsinki-NLP/opus-mt-gaa-sv,gaa-sv,59654,15.864,5.106504,12.5132,2.4504,5845.7428,translation,gaa,sv,5.0,Gold Standard,success,,27.7
Helsinki-NLP/opus-mt-es-tl,es-tl,59655,15.864,5.495415,13.3057,2.4212,10125.113,translation,es,tl,5.0,Gold Standard,success,,24.1
Helsinki-NLP/opus-mt-tl-es,tl-es,59655,15.864,4.837578,12.559,2.5961,6034.5412,translation,tl,es,5.0,Gold Standard,success,,23.7
Helsinki-NLP/opus-mt-fi-en,fi-en,59659,15.864,6.177483,15.6137,2.5275,50140.4434,translation,fi,en,1.5,Basic,success,,21.1
Helsinki-NLP/opus-mt-sv-tn,sv-tn,59661,15.865,5.454631,13.7672,2.5239,13942.4166,translation,sv,tn,5.0,Gold Standard,success,,24.5
Helsinki-NLP/opus-mt-tn-sv,tn-sv,59661,15.865,8.133524,20.1961,2.4831,1201217.979,translation,tn,sv,5.0,Gold Standard,success,,23.4
Helsinki-NLP/opus-mt-de-ha,de-ha,59664,15.865,5.064539,11.4358,2.258,2770.3249,translation,de,ha,5.0,Gold Standard,success,,23.9
Helsinki-NLP/opus-mt-es-fj,es-fj,59664,15.865,5.192063,12.3679,2.3821,5285.9436,translation,es,fj,5.0,Gold Standard,success,,23.5
Helsinki-NLP/opus-mt-pl-es,pl-es,59678,15.865,5.892503,15.345,2.6042,41621.171,translation,pl,es,3.5,Good,success,,22.1
Helsinki-NLP/opus-mt-ee-sv,ee-sv,59678,15.865,5.349839,13.4648,2.5169,11305.9958,translation,ee,sv,5.0,Gold Standard,success,,21.7
Helsinki-NLP/opus-mt-sv-ee,sv-ee,59678,15.865,5.094949,12.3579,2.4255,5249.1551,translation,sv,ee,5.0,Gold Standard,success,,24.7
Helsinki-NLP/opus-mt-es-pl,es-pl,59678,15.865,5.982168,16.2173,2.7109,76187.7866,translation,es,pl,0.8333333333333334,Experimental,success,,23.6
Helsinki-NLP/opus-mt-pap-fr,pap-fr,59706,15.866,5.339789,13.9691,2.616,16037.2196,translation,pap,fr,5.0,Gold Standard,success,,23.7
Helsinki-NLP/opus-mt-fr-pap,fr-pap,59706,15.866,4.839006,11.7999,2.4385,3565.5835,translation,fr,pap,5.0,Gold Standard,success,,23.2
Helsinki-NLP/opus-mt-yo-es,yo-es,59716,15.866,5.477374,13.8292,2.5248,14555.1492,translation,yo,es,5.0,Gold Standard,success,,24.1
Helsinki-NLP/opus-mt-es-yo,es-yo,59716,15.866,5.209996,12.6025,2.4189,6219.2177,translation,es,yo,5.0,Gold Standard,success,,24.9
Helsinki-NLP/opus-mt-sq-sv,sq-sv,59725,15.866,4.979798,12.5054,2.5112,5814.3209,translation,sq,sv,5.0,Gold Standard,success,,23.3
Helsinki-NLP/opus-mt-sv-sq,sv-sq,59725,15.866,4.918791,13.1115,2.6656,8850.2074,translation,sv,sq,5.0,Gold Standard,success,,21.7
Helsinki-NLP/opus-mt-el-fi,el-fi,59727,15.866,6.056126,15.3585,2.536,42011.0389,translation,el,fi,4.666666666666667,Gold Standard,success,,25.6
Helsinki-NLP/opus-mt-fi-el,fi-el,59727,15.866,6.203764,15.7663,2.5414,55733.4939,translation,fi,el,2.8333333333333335,Fair,success,,23.1
Helsinki-NLP/opus-mt-fr-eo,fr-eo,59728,15.866,5.428103,15.4288,2.8424,44108.6075,translation,fr,eo,5.0,Gold Standard,success,,21.8
Helsinki-NLP/opus-mt-eo-fr,eo-fr,59728,15.866,5.552571,15.0636,2.7129,34245.6232,translation,eo,fr,4.5,Gold Standard,success,,22.2
Helsinki-NLP/opus-mt-efi-de,efi-de,59733,15.866,5.267583,13.1876,2.5035,9329.3789,translation,efi,de,5.0,Gold Standard,success,,24.3
Helsinki-NLP/opus-mt-de-efi,de-efi,59733,15.866,5.239387,11.7895,2.2502,3540.0266,translation,de,efi,5.0,Gold Standard,success,,26.1
Helsinki-NLP/opus-mt-es-bcl,es-bcl,59736,15.866,5.229866,12.3226,2.3562,5122.3508,translation,es,bcl,5.0,Gold Standard,success,,25.1
Helsinki-NLP/opus-mt-bcl-es,bcl-es,59736,15.866,5.168559,12.7922,2.475,7093.1948,translation,bcl,es,5.0,Gold Standard,success,,25.4
Helsinki-NLP/opus-mt-tc-bible-big-map-en,tc-bible-big-map-en,59740,15.866,4.369183,12.0049,2.7476,4110.0173,translation,tc,en,1.1666666666666667,Basic,success,,28.9
Helsinki-NLP/opus-mt-tc-bible-big-map-en,tcbig-bible_map-en,59740,15.866,4.369183,12.0049,2.7476,4110.0173,translation,tcbig,en,1.0,Basic,success,,28.5
Helsinki-NLP/opus-mt-zlw-fiu,zlw-fiu,59747,15.867,5.084523,12.8497,2.5272,7381.6611,translation,zlw,fiu,3.0,Good,success,,23.5
Helsinki-NLP/opus-mt-tc-bible-big-poz-en,tc-bible-big-poz-en,59757,15.867,4.919983,13.5213,2.7482,11757.6909,translation,tc,en,1.0,Basic,success,,34.4
Helsinki-NLP/opus-mt-tc-bible-big-poz-en,tcbig-bible_poz-en,59757,15.867,4.919983,13.5213,2.7482,11757.6909,translation,tcbig,en,0.6666666666666666,Experimental,success,,33.8
Helsinki-NLP/opus-mt-tc-bible-big-urj-fra_ita_por_spa,tc-bible-big-urj-fra_ita_por_spa,59759,15.867,5.134389,12.9351,2.5193,7831.6092,translation,tc,fra_ita_por_spa,5.0,Gold Standard,success,,32.7
Helsinki-NLP/opus-mt-tc-bible-big-urj-fra_ita_por_spa,tcbig-bible_urj-fra_ita_por_spa,59759,15.867,5.134389,12.9351,2.5193,7831.6092,translation,tcbig,fra_ita_por_spa,5.0,Gold Standard,success,,35.2
Helsinki-NLP/opus-mt-tc-bible-big-phi-deu_eng_fra_por_spa,tcbig-bible_phi-deu_eng_fra_por_spa,59760,15.867,4.460997,11.5558,2.5904,3010.4916,translation,tcbig,deu_eng_fra_por_spa,3.0,Good,success,,31.6
Helsinki-NLP/opus-mt-tc-bible-big-phi-deu_eng_fra_por_spa,tc-bible-big-phi-deu_eng_fra_por_spa,59760,15.867,4.460997,11.5558,2.5904,3010.4916,translation,tc,deu_eng_fra_por_spa,3.3333333333333335,Good,success,,28.8
Helsinki-NLP/opus-mt-fr-hil,fr-hil,59764,15.867,5.546868,13.9457,2.5142,15779.1005,translation,fr,hil,5.0,Gold Standard,success,,23.6
Helsinki-NLP/opus-mt-ts-sv,ts-sv,59767,15.867,7.658848,19.208,2.5079,605584.7762,translation,ts,sv,5.0,Gold Standard,success,,22.7
Helsinki-NLP/opus-mt-sv-ts,sv-ts,59767,15.867,5.181688,12.9938,2.5076,8157.148,translation,sv,ts,5.0,Gold Standard,success,,24.7
Helsinki-NLP/opus-mt-ceb-fr,ceb-fr,59770,15.867,5.063186,14.1068,2.7862,17643.2068,translation,ceb,fr,5.0,Gold Standard,success,,22.4
Helsinki-NLP/opus-mt-fr-ceb,fr-ceb,59770,15.867,5.067179,12.9665,2.5589,8004.0916,translation,fr,ceb,5.0,Gold Standard,success,,24.6
Helsinki-NLP/opus-mt-rnd-fr,rnd-fr,59771,15.867,6.224942,14.1653,2.2756,18373.3883,translation,rnd,fr,5.0,Gold Standard,success,,23.7
Helsinki-NLP/opus-mt-fr-rnd,fr-rnd,59771,15.867,5.77242,14.146,2.4506,18128.8965,translation,fr,rnd,5.0,Gold Standard,success,,23.1
Helsinki-NLP/opus-mt-nso-sv,nso-sv,59774,15.867,5.99664,15.2625,2.5452,39308.0688,translation,nso,sv,5.0,Gold Standard,success,,22.7
Helsinki-NLP/opus-mt-sv-nso,sv-nso,59774,15.867,5.281335,13.0148,2.4643,8276.7335,translation,sv,nso,5.0,Gold Standard,success,,22.9
Helsinki-NLP/opus-mt-pt-tl,pt-tl,59778,15.867,5.646492,13.8596,2.4545,14864.2792,translation,pt,tl,4.0,High Quality,success,,24.9
Helsinki-NLP/opus-mt-tl-pt,tl-pt,59778,15.867,5.066737,13.2343,2.612,9636.8508,translation,tl,pt,5.0,Gold Standard,success,,22.4
Helsinki-NLP/opus-mt-tc-bible-big-fiu-fra_ita_por_spa,tc-bible-big-fiu-fra_ita_por_spa,59780,15.867,4.500297,11.3352,2.5188,2583.6005,translation,tc,fra_ita_por_spa,5.0,Gold Standard,success,,29.9
Helsinki-NLP/opus-mt-tc-bible-big-fiu-fra_ita_por_spa,tcbig-bible_fiu-fra_ita_por_spa,59780,15.867,4.500297,11.3352,2.5188,2583.6005,translation,tcbig,fra_ita_por_spa,5.0,Gold Standard,success,,30.3
Helsinki-NLP/opus-mt-srn-fr,srn-fr,59781,15.867,5.053354,13.5955,2.6904,12378.4202,translation,srn,fr,5.0,Gold Standard,success,,22.1
Helsinki-NLP/opus-mt-pa-en,pa-en,59781,15.867,4.639354,12.5908,2.7139,6169.0503,translation,pa,en,5.0,Gold Standard,success,,23.3
Helsinki-NLP/opus-mt-fr-srn,fr-srn,59781,15.867,5.787078,13.8189,2.3879,14451.4666,translation,fr,srn,5.0,Gold Standard,success,,25.1
Helsinki-NLP/opus-mt-sv-ln,sv-ln,59791,15.868,5.172792,12.8007,2.4746,7135.0546,translation,sv,ln,5.0,Gold Standard,success,,24.0
Helsinki-NLP/opus-mt-sv-pag,sv-pag,59796,15.868,4.9977,12.0282,2.4067,4176.8847,translation,sv,pag,5.0,Gold Standard,success,,22.5
Helsinki-NLP/opus-mt-pag-sv,pag-sv,59796,15.868,5.182092,13.3165,2.5697,10201.6487,translation,pag,sv,5.0,Gold Standard,success,,24.4
Helsinki-NLP/opus-mt-de-fj,de-fj,59804,15.868,5.399347,12.308,2.2795,5070.6538,translation,de,fj,5.0,Gold Standard,success,,25.5
Helsinki-NLP/opus-mt-en-ny,en-ny,59811,15.868,4.07298,16.0805,3.9481,69296.6382,translation,en,ny,5.0,Gold Standard,success,,18.4
Helsinki-NLP/opus-mt-ny-en,ny-en,59811,15.868,6.600214,15.3692,2.3286,42325.5557,translation,ny,en,5.0,Gold Standard,success,,24.4
Helsinki-NLP/opus-mt-es-efi,es-efi,59814,15.868,5.367765,12.6039,2.3481,6224.9984,translation,es,efi,5.0,Gold Standard,success,,24.2
Helsinki-NLP/opus-mt-bem-en,bem-en,59828,15.869,5.846048,13.6713,2.3386,13045.7557,translation,bem,en,5.0,Gold Standard,success,,23.3
Helsinki-NLP/opus-mt-en-bem,en-bem,59828,15.869,3.833779,14.8932,3.8847,30430.3536,translation,en,bem,5.0,Gold Standard,success,,20.6
Helsinki-NLP/opus-mt-tr-fr,tr-fr,59829,15.869,4.868498,12.612,2.5905,6260.2592,translation,tr,fr,4.5,Gold Standard,success,,26.5
Helsinki-NLP/opus-mt-sv-swc,sv-swc,59834,15.869,5.021737,12.8591,2.5607,7429.7676,translation,sv,swc,5.0,Gold Standard,success,,22.0
Helsinki-NLP/opus-mt-swc-sv,swc-sv,59834,15.869,5.48132,13.3454,2.4347,10407.9567,translation,swc,sv,4.5,Gold Standard,success,,23.1
Helsinki-NLP/opus-mt-fr-ig,fr-ig,59835,15.869,5.951883,14.8992,2.5033,30556.7219,translation,fr,ig,5.0,Gold Standard,success,,23.2
Helsinki-NLP/opus-mt-ig-fr,ig-fr,59835,15.869,5.18435,13.1069,2.5282,8822.2835,translation,ig,fr,5.0,Gold Standard,success,,22.7
Helsinki-NLP/opus-mt-eo-de,eo-de,59836,15.869,5.666928,15.3593,2.7103,42034.7491,translation,eo,de,4.166666666666667,High Quality,success,,23.2
Helsinki-NLP/opus-mt-de-eo,de-eo,59836,15.869,5.937458,16.1929,2.7272,74911.5241,translation,de,eo,4.666666666666667,Gold Standard,success,,21.7
Helsinki-NLP/opus-mt-fi-nl,fi-nl,59836,15.869,6.297052,15.1003,2.398,35126.3826,translation,fi,nl,3.1666666666666665,Good,success,,22.4
Helsinki-NLP/opus-mt-sv-el,sv-el,59836,15.869,5.688946,15.2327,2.6776,38502.7541,translation,sv,el,3.6666666666666665,Good,success,,23.4
Helsinki-NLP/opus-mt-el-sv,el-sv,59836,15.869,6.482887,15.1873,2.3427,37311.8904,translation,el,sv,4.5,Gold Standard,success,,23.3
Helsinki-NLP/opus-mt-nl-fi,nl-fi,59836,15.869,5.389155,15.1058,2.803,35262.4695,translation,nl,fi,5.0,Gold Standard,success,,21.6
Helsinki-NLP/opus-mt-en-phi,en-phi,59866,15.869,3.543085,14.0108,3.9544,16506.8003,translation,en,phi,5.0,Gold Standard,success,,20.8
Helsinki-NLP/opus-mt-de-it,de-it,59867,15.869,6.02171,15.3979,2.5571,43173.8606,translation,de,it,1.6666666666666667,Basic,success,,22.5
Helsinki-NLP/opus-mt-it-de,it-de,59867,15.869,6.107582,16.4096,2.6868,87053.8702,translation,it,de,1.0,Basic,success,,20.9
Helsinki-NLP/opus-mt-tc-bible-big-sla-deu_eng_nld,tc-bible-big-sla-deu_eng_nld,59873,15.87,5.089035,13.0049,2.5555,8219.6272,translation,tc,deu_eng_nld,0.5,Experimental,success,,36.1
Helsinki-NLP/opus-mt-tc-bible-big-sla-deu_eng_nld,tcbig-bible_sla-deu_eng_nld,59873,15.87,5.089035,13.0049,2.5555,8219.6272,translation,tcbig,deu_eng_nld,0.5,Experimental,success,,32.3
Helsinki-NLP/opus-mt-uk-bg,uk-bg,59878,15.87,6.231225,11.9048,1.9105,3834.3937,translation,uk,bg,1.5,Basic,success,,25.9
Helsinki-NLP/opus-mt-bg-uk,bg-uk,59878,15.87,6.219022,12.3702,1.9891,5294.1767,translation,bg,uk,2.0,Fair,success,,25.5
Helsinki-NLP/opus-mt-tc-big-zls-en,tcbig-zls-en,59883,15.87,5.651777,14.5389,2.5724,23803.9531,translation,tcbig,en,0.3333333333333333,Experimental,success,,31.4
Helsinki-NLP/opus-mt-tc-big-zls-en,tc-big-zls-en,59883,15.87,5.651777,14.5389,2.5724,23803.9531,translation,tc,en,0.5,Experimental,success,,26.5
Helsinki-NLP/opus-mt-tc-bible-big-sla-en,tc-bible-big-sla-en,59891,15.87,4.999702,12.7769,2.5555,7018.2632,translation,tc,en,0.5,Experimental,success,,32.2
Helsinki-NLP/opus-mt-tc-bible-big-sla-en,tcbig-bible_sla-en,59891,15.87,4.999702,12.7769,2.5555,7018.2632,translation,tcbig,en,0.5,Experimental,success,,30.8
Helsinki-NLP/opus-mt-om-en,om-en,59898,15.87,6.663362,12.8804,1.933,7540.2193,translation,om,en,5.0,Gold Standard,success,,25.9
Helsinki-NLP/opus-mt-en-om,en-om,59898,15.87,3.847536,14.6946,3.8192,26517.3014,translation,en,om,5.0,Gold Standard,success,,20.4
Helsinki-NLP/opus-mt-fi-tr,fi-tr,59902,15.87,5.222974,12.9351,2.4766,7831.6323,translation,fi,tr,4.333333333333333,High Quality,success,,22.8
